class_id,class_name,current_package,is_misplaced,confidence,reasoning,suggested_package,evidence,method_used,analysis_time,analysis_timestamp
Key,Key,com.google.refine.sorting,False,0.95,Class appears to be correctly placed,com.google.refine.sorting,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
KeyMaker,KeyMaker,com.google.refine.sorting,False,0.95,Class appears to be correctly placed,com.google.refine.sorting,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
DateCriterion,DateCriterion,com.google.refine.sorting,False,0.95,Class appears to be correctly placed,com.google.refine.sorting,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
NumberCriterion,NumberCriterion,com.google.refine.sorting,False,0.95,Class appears to be correctly placed,com.google.refine.sorting,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
SortingConfig,SortingConfig,com.google.refine.sorting,False,0.95,Class appears to be correctly placed,com.google.refine.sorting,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
SortingRecordVisitor,SortingRecordVisitor,com.google.refine.sorting,False,0.95,Class appears to be correctly placed,com.google.refine.sorting,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
SortingRowVisitor,SortingRowVisitor,com.google.refine.sorting,False,0.95,Class appears to be correctly placed,com.google.refine.sorting,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
IndexedRow,IndexedRow,com.google.refine.sorting,False,0.95,Class appears to be correctly placed,com.google.refine.sorting,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
StringCriterion,StringCriterion,com.google.refine.sorting,False,0.95,Class appears to be correctly placed,com.google.refine.sorting,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
CookiesUtilities,CookiesUtilities,com.google.refine.util,False,0.95,Class appears to be correctly placed,com.google.refine.util,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
GetProjectIDException,GetProjectIDException,com.google.refine.util,False,0.95,Class appears to be correctly placed,com.google.refine.util,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
HttpClient,HttpClient,com.google.refine.util,False,0.95,Class appears to be correctly placed,com.google.refine.util,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ExponentialBackoffRetryStrategy,ExponentialBackoffRetryStrategy,com.google.refine.util,False,0.95,Class appears to be correctly placed,com.google.refine.util,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
IndentWriter,IndentWriter,com.google.refine.util,False,0.95,Class appears to be correctly placed,com.google.refine.util,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
IOUtils,IOUtils,com.google.refine.util,False,0.95,Class appears to be correctly placed,com.google.refine.util,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
JSONUtilities,JSONUtilities,com.google.refine.util,False,0.95,Class appears to be correctly placed,com.google.refine.util,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
JsonViews,JsonViews,com.google.refine.util,False,0.95,Class appears to be correctly placed,com.google.refine.util,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
SaveMode,SaveMode,com.google.refine.util,False,0.95,Class appears to be correctly placed,com.google.refine.util,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
NonSaveMode,NonSaveMode,com.google.refine.util,False,0.95,Class appears to be correctly placed,com.google.refine.util,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
LocaleUtils,LocaleUtils,com.google.refine.util,False,0.95,Class appears to be correctly placed,com.google.refine.util,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
LookupException,LookupException,com.google.refine.util,False,0.95,Class appears to be correctly placed,com.google.refine.util,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
NotImplementedException,NotImplementedException,com.google.refine.util,False,0.95,Class appears to be correctly placed,com.google.refine.util,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
OpenDirectoryUtilities,OpenDirectoryUtilities,com.google.refine.util,False,0.95,Class appears to be correctly placed,com.google.refine.util,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
not,not,com.google.refine.util,False,0.95,Class appears to be correctly placed,com.google.refine.util,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ParsingUtilities,ParsingUtilities,com.google.refine.util,False,0.95,Class appears to be correctly placed,com.google.refine.util,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
PatternSyntaxExceptionParser,PatternSyntaxExceptionParser,com.google.refine.util,False,0.95,Class appears to be correctly placed,com.google.refine.util,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
syntax,syntax,com.google.refine.util,False,0.95,Class appears to be correctly placed,com.google.refine.util,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
Pool,Pool,com.google.refine.util,False,0.95,Class appears to be correctly placed,com.google.refine.util,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
SerializationFilters,SerializationFilters,com.google.refine.util,False,0.95,Class appears to be correctly placed,com.google.refine.util,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
BaseFilter,BaseFilter,com.google.refine.util,False,0.95,Class appears to be correctly placed,com.google.refine.util,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
DoubleSerializer,DoubleSerializer,com.google.refine.util,False,0.95,Class appears to be correctly placed,com.google.refine.util,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
OffsetDateSerializer,OffsetDateSerializer,com.google.refine.util,False,0.95,Class appears to be correctly placed,com.google.refine.util,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
LocalDateSerializer,LocalDateSerializer,com.google.refine.util,False,0.95,Class appears to be correctly placed,com.google.refine.util,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
InstantSerializer,InstantSerializer,com.google.refine.util,False,0.95,Class appears to be correctly placed,com.google.refine.util,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
InstantDeserializer,InstantDeserializer,com.google.refine.util,False,0.95,Class appears to be correctly placed,com.google.refine.util,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
OffsetDateDeserializer,OffsetDateDeserializer,com.google.refine.util,False,0.95,Class appears to be correctly placed,com.google.refine.util,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
LocalDateDeserializer,LocalDateDeserializer,com.google.refine.util,False,0.95,Class appears to be correctly placed,com.google.refine.util,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
StringUtils,StringUtils,com.google.refine.util,False,0.95,Class appears to be correctly placed,com.google.refine.util,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
TrackingInputStream,TrackingInputStream,com.google.refine.util,False,0.95,Class appears to be correctly placed,com.google.refine.util,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ClassResolverTests,ClassResolverTests,com.google.refine,False,0.95,Class appears to be correctly placed,com.google.refine,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
HistoryEntryManagerStub,HistoryEntryManagerStub,com.google.refine,False,0.95,Class appears to be correctly placed,com.google.refine,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ProjectManagerStub,ProjectManagerStub,com.google.refine,False,0.95,Class appears to be correctly placed,com.google.refine,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ProjectManagerTests,ProjectManagerTests,com.google.refine,False,0.95,Class appears to be correctly placed,com.google.refine,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
RefineServletStub,RefineServletStub,com.google.refine,False,0.95,Class appears to be correctly placed,com.google.refine,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
RefineServletTests,RefineServletTests,com.google.refine,False,0.95,Class appears to be correctly placed,com.google.refine,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
containing,containing,com.google.refine,False,0.95,Class appears to be correctly placed,com.google.refine,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
RefineTest,RefineTest,com.google.refine,False,0.95,Class appears to be correctly placed,com.google.refine,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
DecoratedValueTests,DecoratedValueTests,com.google.refine.browsing,False,0.95,Class appears to be correctly placed,com.google.refine.browsing,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
EngineConfigTests,EngineConfigTests,com.google.refine.browsing,False,0.95,Class appears to be correctly placed,com.google.refine.browsing,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
EngineTests,EngineTests,com.google.refine.browsing,False,0.95,Class appears to be correctly placed,com.google.refine.browsing,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ExpressionNominalValueGrouperTests,ExpressionNominalValueGrouperTests,com.google.refine.browsing.util,False,0.95,Class appears to be correctly placed,com.google.refine.browsing.util,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
BinningClustererTests,BinningClustererTests,com.google.refine.clustering.binning,False,0.95,Class appears to be correctly placed,com.google.refine.clustering.binning,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
FingerprintKeyerTests,FingerprintKeyerTests,com.google.refine.clustering.binning,False,0.95,Class appears to be correctly placed,com.google.refine.clustering.binning,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
kNNClustererTests,kNNClustererTests,com.google.refine.clustering.knn,False,0.95,Class appears to be correctly placed,com.google.refine.clustering.knn,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
for,for,com.google.refine.commands,False,0.95,Class appears to be correctly placed,com.google.refine.commands,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
CommandStub,CommandStub,com.google.refine.commands,False,0.95,Class appears to be correctly placed,com.google.refine.commands,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
CommandTestBase,CommandTestBase,com.google.refine.commands,False,0.95,Class appears to be correctly placed,com.google.refine.commands,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
CommandTests,CommandTests,com.google.refine.commands,False,0.95,Class appears to be correctly placed,com.google.refine.commands,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
CSRFTokenFactoryTests,CSRFTokenFactoryTests,com.google.refine.commands,False,0.95,Class appears to be correctly placed,com.google.refine.commands,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
CSRFTokenFactoryStub,CSRFTokenFactoryStub,com.google.refine.commands,False,0.95,Class appears to be correctly placed,com.google.refine.commands,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
EngineDependentCommandTests,EngineDependentCommandTests,com.google.refine.commands,False,0.95,Class appears to be correctly placed,com.google.refine.commands,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
EngineDependentCommandStub,EngineDependentCommandStub,com.google.refine.commands,False,0.95,Class appears to be correctly placed,com.google.refine.commands,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
EvalErrorTests,EvalErrorTests,com.google.refine.expr,False,0.95,Class appears to be correctly placed,com.google.refine.expr,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ExpressionUtilsTests,ExpressionUtilsTests,com.google.refine.expr,False,0.95,Class appears to be correctly placed,com.google.refine.expr,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
FileHistoryEntryManagerTests,FileHistoryEntryManagerTests,com.google.refine.history,False,0.95,Class appears to be correctly placed,com.google.refine.history,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
HistoryEntryTests,HistoryEntryTests,com.google.refine.history,False,0.95,Class appears to be correctly placed,com.google.refine.history,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
MockOperation,MockOperation,com.google.refine.history,False,0.95,Class appears to be correctly placed,com.google.refine.history,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
HistoryTests,HistoryTests,com.google.refine.history,False,0.95,Class appears to be correctly placed,com.google.refine.history,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ImporterTest,ImporterTest,com.google.refine.importers,False,0.95,Class appears to be correctly placed,com.google.refine.importers,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
FileProjectManagerTests,FileProjectManagerTests,com.google.refine.io,False,0.95,Class appears to be correctly placed,com.google.refine.io,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
FileProjectManagerStub,FileProjectManagerStub,com.google.refine.io,False,0.95,Class appears to be correctly placed,com.google.refine.io,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ProjectMetadataTests,ProjectMetadataTests,com.google.refine.io,False,0.95,Class appears to be correctly placed,com.google.refine.io,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ProjectMetadataUtilitiesTest,ProjectMetadataUtilitiesTest,com.google.refine.io,False,0.95,Class appears to be correctly placed,com.google.refine.io,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
CellTests,CellTests,com.google.refine.model,False,0.95,Class appears to be correctly placed,com.google.refine.model,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ColumnGroupTests,ColumnGroupTests,com.google.refine.model,False,0.95,Class appears to be correctly placed,com.google.refine.model,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ColumnModelTests,ColumnModelTests,com.google.refine.model,False,0.95,Class appears to be correctly placed,com.google.refine.model,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ColumnTests,ColumnTests,com.google.refine.model,False,0.95,Class appears to be correctly placed,com.google.refine.model,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ProjectStub,ProjectStub,com.google.refine.model,False,0.95,Class appears to be correctly placed,com.google.refine.model,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
for,for,com.google.refine.model,False,0.95,Class appears to be correctly placed,com.google.refine.model,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ReconCandidateTests,ReconCandidateTests,com.google.refine.model,False,0.95,Class appears to be correctly placed,com.google.refine.model,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ReconStatsTests,ReconStatsTests,com.google.refine.model,False,0.95,Class appears to be correctly placed,com.google.refine.model,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ReconTests,ReconTests,com.google.refine.model,False,0.95,Class appears to be correctly placed,com.google.refine.model,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ReconTypeTest,ReconTypeTest,com.google.refine.model,False,0.95,Class appears to be correctly placed,com.google.refine.model,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
RecordModelTests,RecordModelTests,com.google.refine.model,False,0.95,Class appears to be correctly placed,com.google.refine.model,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
RowTests,RowTests,com.google.refine.model,False,0.95,Class appears to be correctly placed,com.google.refine.model,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
DataExtensionChangeTest,DataExtensionChangeTest,com.google.refine.model.changes,False,0.95,Class appears to be correctly placed,com.google.refine.model.changes,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
MassChangeTests,MassChangeTests,com.google.refine.model.changes,False,0.95,Class appears to be correctly placed,com.google.refine.model.changes,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
RowAdditionChangeTests,RowAdditionChangeTests,com.google.refine.model.changes,False,0.95,Class appears to be correctly placed,com.google.refine.model.changes,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
StandardReconConfigTests,StandardReconConfigTests,com.google.refine.model.recon,False,0.95,Class appears to be correctly placed,com.google.refine.model.recon,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
StandardReconConfigStub,StandardReconConfigStub,com.google.refine.model.recon,False,0.95,Class appears to be correctly placed,com.google.refine.model.recon,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
RecipeTests,RecipeTests,com.google.refine.operations,False,0.95,Class appears to be correctly placed,com.google.refine.operations,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ColumnRemovalOperation,ColumnRemovalOperation,com.google.refine.operations,False,0.95,Class appears to be correctly placed,com.google.refine.operations,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ColumnRenameOperation,ColumnRenameOperation,com.google.refine.operations,False,0.95,Class appears to be correctly placed,com.google.refine.operations,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ColumnSplitOperation,ColumnSplitOperation,com.google.refine.operations,False,0.95,Class appears to be correctly placed,com.google.refine.operations,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ColumnTransformOperation,ColumnTransformOperation,com.google.refine.operations,False,0.95,Class appears to be correctly placed,com.google.refine.operations,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
OpaqueOperation,OpaqueOperation,com.google.refine.operations,False,0.95,Class appears to be correctly placed,com.google.refine.operations,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
PreferenceStoreTests,PreferenceStoreTests,com.google.refine.preference,False,0.95,Class appears to be correctly placed,com.google.refine.preference,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
TopListTests,TopListTests,com.google.refine.preference,False,0.95,Class appears to be correctly placed,com.google.refine.preference,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
HistoryProcessTests,HistoryProcessTests,com.google.refine.process,False,0.95,Class appears to be correctly placed,com.google.refine.process,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
LongRunningProcessStub,LongRunningProcessStub,com.google.refine.process,False,0.95,Class appears to be correctly placed,com.google.refine.process,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
LongRunningProcessTests,LongRunningProcessTests,com.google.refine.process,False,0.95,Class appears to be correctly placed,com.google.refine.process,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
LongRunningProcessStub,LongRunningProcessStub,com.google.refine.process,False,0.95,Class appears to be correctly placed,com.google.refine.process,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ProcessManagerTests,ProcessManagerTests,com.google.refine.process,False,0.95,Class appears to be correctly placed,com.google.refine.process,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
QuickHistoryEntryProcessTests,QuickHistoryEntryProcessTests,com.google.refine.process,False,0.95,Class appears to be correctly placed,com.google.refine.process,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
QuickHistoryEntryProcessStub,QuickHistoryEntryProcessStub,com.google.refine.process,False,0.95,Class appears to be correctly placed,com.google.refine.process,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
BooleanCriterionTest,BooleanCriterionTest,com.google.refine.sorting,False,0.95,Class appears to be correctly placed,com.google.refine.sorting,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
DateCriterionTest,DateCriterionTest,com.google.refine.sorting,False,0.95,Class appears to be correctly placed,com.google.refine.sorting,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
NumberCriterionTest,NumberCriterionTest,com.google.refine.sorting,False,0.95,Class appears to be correctly placed,com.google.refine.sorting,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
SortingConfigTests,SortingConfigTests,com.google.refine.sorting,False,0.95,Class appears to be correctly placed,com.google.refine.sorting,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
StringCriterionTest,StringCriterionTest,com.google.refine.sorting,False,0.95,Class appears to be correctly placed,com.google.refine.sorting,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
HttpClientTests,HttpClientTests,com.google.refine.util,False,0.95,Class appears to be correctly placed,com.google.refine.util,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ParsingUtilitiesTests,ParsingUtilitiesTests,com.google.refine.util,False,0.95,Class appears to be correctly placed,com.google.refine.util,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
PatternSyntaxExceptionParserTests,PatternSyntaxExceptionParserTests,com.google.refine.util,False,0.95,Class appears to be correctly placed,com.google.refine.util,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
StringUtilsTests,StringUtilsTests,com.google.refine.util,False,0.95,Class appears to be correctly placed,com.google.refine.util,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
TestUtils,TestUtils,com.google.refine.util,False,0.95,Class appears to be correctly placed,com.google.refine.util,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
Coalesce,Coalesce,com.google.refine.expr.functions,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
Cross,Cross,com.google.refine.expr.functions,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
FacetCount,FacetCount,com.google.refine.expr.functions,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
Get,Get,com.google.refine.expr.functions,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
HasField,HasField,com.google.refine.expr.functions,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
Jsonize,Jsonize,com.google.refine.expr.functions,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
Length,Length,com.google.refine.expr.functions,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
Slice,Slice,com.google.refine.expr.functions,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
TimeSinceUnixEpochToDate,TimeSinceUnixEpochToDate,com.google.refine.expr.functions,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ToDate,ToDate,com.google.refine.expr.functions,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
DateFormatException,DateFormatException,com.google.refine.expr.functions,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ToNumber,ToNumber,com.google.refine.expr.functions,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ToString,ToString,com.google.refine.expr.functions,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
Type,Type,com.google.refine.expr.functions,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ArgsToArray,ArgsToArray,com.google.refine.expr.functions.arrays,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions.arrays,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
InArray,InArray,com.google.refine.expr.functions.arrays,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions.arrays,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
Join,Join,com.google.refine.expr.functions.arrays,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions.arrays,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
Reverse,Reverse,com.google.refine.expr.functions.arrays,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions.arrays,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
Sort,Sort,com.google.refine.expr.functions.arrays,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions.arrays,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
Uniques,Uniques,com.google.refine.expr.functions.arrays,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions.arrays,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
Zip,Zip,com.google.refine.expr.functions.arrays,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions.arrays,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
And,And,com.google.refine.expr.functions.booleans,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions.booleans,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
Not,Not,com.google.refine.expr.functions.booleans,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions.booleans,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
Or,Or,com.google.refine.expr.functions.booleans,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions.booleans,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
Xor,Xor,com.google.refine.expr.functions.booleans,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions.booleans,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
DatePart,DatePart,com.google.refine.expr.functions.date,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions.date,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
Inc,Inc,com.google.refine.expr.functions.date,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions.date,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
Now,Now,com.google.refine.expr.functions.date,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions.date,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
InnerHtml,InnerHtml,com.google.refine.expr.functions.html,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions.html,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ParseHtml,ParseHtml,com.google.refine.expr.functions.html,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions.html,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
Abs,Abs,com.google.refine.expr.functions.math,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions.math,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ACos,ACos,com.google.refine.expr.functions.math,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions.math,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ASin,ASin,com.google.refine.expr.functions.math,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions.math,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ATan,ATan,com.google.refine.expr.functions.math,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions.math,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ATan2,ATan2,com.google.refine.expr.functions.math,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions.math,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
